-131.031641814;-211.157272378;
-174.266613051;-54.4204369909;
106.642626481;124.671093452;
-138.679386194;149.320672181;
192.066371996;-263.823280463;
57.860869127;-52.6563163012;
-273.201785092;195.433446289;
3.01612914183;128.728738261;
-211.572815255;44.2703932176;
-209.823728682;-194.380702729;
90.5698000469;146.17485218;
-206.378622656;-263.655307252;
-179.407920008;-91.6974733699;
95.9908153516;-295.51792721;
237.334744922;94.8396962368;
-37.9923692378;183.336350428;
273.529559974;-120.825425795;
-28.0982875734;-291.925974027;
-160.518127959;-168.179792317;
-223.133697786;-273.182845832;
28.5477777852;-55.1466256426;
-143.904993067;-241.303866524;
-95.4522901505;-262.232872346;
128.57242453;125.356773813;
-61.3046304331;39.2704494293;
212.692886895;245.149303219;
33.7164028799;134.097748593;
-183.023405382;215.830962095;
251.727795801;175.92328298;
-13.318010976;-178.343317483;
-87.1927201793;-64.7485801885;
-23.299009476;-197.365664837;
-295.88735411;-279.249788274;
-277.70279544;-22.3416299332;
117.671184956;-73.9990840897;
143.285105861;-162.693905795;
70.0398393233;201.635471462;
-134.22812381;-205.476547677;
-6.28950939878;-26.4157406935;
284.07241816;-264.274060466;
223.267546617;-262.546477588;
96.7067940327;90.8254959622;
4.38568976417;-176.927246351;
-78.2422781701;140.967417796;
-243.613980962;221.537496373;
238.980195085;-179.80648997;
155.994060458;167.439543411;
-30.543750669;-170.014449732;
-261.390179847;227.632014097;
-64.2150394315;-237.027225315;
-50.8512862602;-81.5412235872;
-254.502984804;57.4533747272;
172.689514353;193.565405105;
215.614465459;280.359009831;
-91.4636903279;235.018152672;
-175.814968792;278.97131931;
171.143637854;236.992087265;
7.41166466628;-261.833522596;
-53.1168482018;252.186561947;
192.495349164;-283.385463926;
108.960133624;-78.2762428811;
255.154431528;-238.39745222;
149.256659835;-80.0367294613;
102.113812538;-91.5763287562;
-122.322117649;101.811083152;
204.321671366;48.7973836407;
128.410616669;-251.032447113;
235.924299985;32.4647468523;
164.973089125;104.268699345;
299.450930382;48.4816346365;
-46.1762153498;-292.823456289;
-109.690752858;94.5649095895;
85.7632370707;79.4620067574;
-124.694634128;-289.655041945;
52.114544046;-222.430819596;
-42.90008839;277.126337023;
-16.1445080018;56.3770975897;
-44.8188646853;53.6532838096;
-236.93168152;267.843807334;
-244.244201976;174.278615223;
92.1859219367;170.586777891;
-88.7664110632;-187.910376088;
-268.681112561;-278.536971549;
89.254930947;-7.34024203846;
75.3885449927;-45.2126572846;
272.935334088;6.43270448316;
-4.80494782731;-95.8936387363;
-252.878663388;13.8053796301;
-195.943011203;-243.392931654;
286.403249567;206.555692098;
-55.1554506615;291.711774133;
71.1516017761;-110.668622699;
-145.043971403;297.918426683;
153.8423509;112.630154193;
137.425756458;250.016823618;
-73.7254266618;89.1671623229;
2.58753144521;-277.46857208;
239.149125867;273.305969555;
-127.011378753;158.254372294;
171.951555641;-197.616943818;
-270.241473946;268.965468277;
-55.8446635406;166.68809922;
35.2176042497;-181.311970701;
-59.847892232;127.708276616;
280.509663626;-47.2850723097;
-246.582752953;-203.306221146;
-138.871933494;79.5804872134;
46.8004013443;238.486428005;
182.688977546;101.858903955;
178.231973669;168.010203317;
-257.132045857;-150.317423655;
14.8613379534;-222.728231977;
157.042391499;276.477650907;
-201.608650777;-107.749061584;
